Dataset for Test:car-s-91
Nodes:682	Edges29814
Connected Components:6

Subgraph 1
       Exam    Periods
1613    1426          1
1614    1704          1
1615      12          3
1616      63          0
1617     799          1
1618    2304          2
1619     121          3
1620     760          0
1621    1325         12
1622    1570          6
1623    1667          3
1624    2360          1
1625     626          0
1626     116          0
1627    1813          1
1628    1142          2
1629    1512          2
1630    2344          3
1631     491          9
1632    1556          0
1633     835          6
1634      17          6
1635      99          7
1636    1367          3
1637    1457          3
1638    1870         10
1639    2057          7
1640    2390          1
1641    2387          3
1642     962         10
1643    1286          3
1644      70          4
1645     114          5
1646     339          2
1647    1871          4
1648    2193          3
1649     287          0
1650     293          4
1651     301          4
1652     304          5
1653    2313          1
1654     279          4
1655     296          9
1656     286         10
1657     466          2
1658    1859         10
1659    2151          0
1660    1854         11
1661    1919          4
1662     148          2
1663     577         11
1664    1584          1
1665    1330          1
1666     921          4
1667    1717          1
1668     926          0
1669     943          1
1670    2111          5
1671    2142          2
1672    1560          0
1673    1523          1
1674     564          4
1675    2397          4
1676     942          0
1677     932          4
1678    1004          8
1679    2339          7
1680      56          2
1681      98          2
1682     211          2
1683     403          1
1684    1653          4
1685    1621          0
1686    1565          4
1687    2174          1
1688    2314          2
1689      97          4
1690    2343          6
1691    2354          3
1692     180          3
1693     413          3
1694    1755          8
1695    2239          4
1696    1647          3
1697     248          1
1698     297          8
1699    2189          2
1700    2342          5
1701      69          7
1702     117          1
1703     186          1
1704    1708          2
1705    2192          2
1706    2371         13
1707     102          7
1708    1441          2
1709     530          3
1710    2054          4
1711      20          8
1712    1712          2
1713    1595          4
1714     313          6
1715     629          2
1716     628         11
1717     627          5
1718    1766          0
1719    1931          0
1720       8          1
1721     705          0
1722     107          3
1723      89          4
1724     397          5
1725     783          6
1726     130          5
1727    1307          1
1728    1381          5
1729      21          4
1730     445          3
1731    1925          2
1732    2351          8
1733    2378          5
1734    2385          4
1735     242         10
1736    1975          0
1737    2153          4
1738     302          0
1739     306          0
1740     762          2
1741     833          0
1742     949          0
1743    1391          1
1744    1336          9
1745     369          1
1746    1773          3
1747    2324          3
1748    1720          0
1749    1997          6
1750    1715          1
1751    1548          8
1752    1554          2
1753    1649          0
1754     489          2
1755     478          4
1756    2361          2
1757    1293          4
1758    1401          0
1759     414          4
1760    1432          1
1761    1305          0
1762    1999          2
1763    1300          4
1764    1593          8
1765    2353          1
1766    2370          4
1767     207          2
1768    1976          0
1769    2251          1
1770     504          6
1771     777          2
1772     330          0
1773     598          2
1774    1714          2
1775    1734          3
1776    1339          8
1777     602          1
1778      28          1
1779    1706          5
1780    2330          0
1781     408          2
1782    1340          1
1783     120          7
1784    1003          6
1785    2367          3
1786    2368          6
1787    2369          8
1788    1932          3
1789    2143          4
1790    1995          1
1791    2000          2
1792    1998          4
1793     312          7
1794     328          0
1795     565          1
1796     621          2
1797    1516          0
1798    2001          4
1799    1996          3
1800     100          3
1801     101          2
1802     233          1
1803    2149          1
1804    1713          2
1805    1267          1
1806     256          2
1807     473          0
1808    1306          9
1809     422          1
1810    1263          0
1811    1501          2
1812    2356          3
1813      25          2
1814    1553          1
1815    1608          1
1816    1434          0
1817    1718          1
1818    2105          4
1819     215          3
1820     217          1
1821    1403          4
1822    1458          1
1823    1650          3
1824     423          4
1825     633          4
1826    1368          0
1827     923          3
1828    1431          6
1829    1753          1
1830    2386          1
1831     767          0
1832    1437          3
1833    1433          2
1834    1492          0
1835    1711          1
1836    1783          0
1837     842          2
1838    1652          6
1839    1646          3
1840    1643          4
1841    1849          5
1842     840          3
1843     184          4
1844     488          5
1845     603          1
1846    1552          3
1847    1372          4
1848    1893          3
1849     475          6
1850     600          0
1851    1648          3
1852    2399          0
1853     485          3
1854    1607          0
1855    1897          0
1856    1895          1
1857    2244          3
1858     185          2
1859     957          0
1860    1587          0
1861    1658          0
1862     734          1
1863    2002          1
1864     188          3
1865     244          1
1866     329          2
1867    1928          3
1868     831          0
1869    1613          0
1870    1921          1
1871     837          4
1872     844          5
1873     838          4
1874     841          7
1875     843          8
1876     836          3
1877     846          7
1878    2418          5
1879    2412         10
1880    1545          5
1881    1736          0
1882    2414          0
1883    1546          4
1884    2112          1
1885    1266          6
1886    1645          2
1887     468          1
1888     476          2
1889     477          0
1890     618          1
1891    1716          1
1892    1874          3
1893    1969          3
1894      26          8
1895    1896          6
1896    1889          5
1897    2271          4
1898     260          2
1899     464          2
1900     213          8
1901     789          2
1902    1892          2
1903     300          0
1904     622          0
1905     929          2
1906    1959          1
1907    2388          1
1908     245          5
1909    1320          0
1910    2094          1
1911     526          1
1912    1547          3
1913     525          2
1914     493          1
1915     852          4
1916     738          1
1917    1756          3
1918     497          4
1919    1265          0
1920    1973          2
1921    1968          6
1922     845          9
1923    2402          5
1924    1310          6
1925    1933          3
1926    1655          0
1927    1890          0
1928    1888          1
1929    1887          8
1930    2405          3
1931    2064          1
1932     474          1
1933    1938          4
1934     472          4
1935    1886          5
1936    2415          1
1937     407          0
1938     492          2
1939    2416          1
1940     157          3
1941    1276          0
1942    1721          2
1943    1872          5
1944    2404          3
1945    1891          6
1946    1894          4
1947     257          0
1948     290          5
1949    1606          2
1950    1623          6
1951    1624          0
1952     204          1
1953     601          1
1954    1385          3
1955     847          6
1956     858          9
1957     859          0
1958     857          2
1959     864          1
1960    1557          7
1961    1559          1
1962     191          5
1963    1438          1
1964     568          6
1965    2053          3
1966      30          0
1967    1820          2
1968    2186          3
1969     486          0
1970    1453          1
1971    1558          5
1972    2005          1
1973    2331          3
1974     214          3
1975     481          0
1976     480          2
1977     471          3
1978     861          1
1979    1261          3
1980    1264          4
1981    1262          1
1982    2195          2
1983    2196          3
1984    1664          4
1985    2184          0
1986    1309          0
1987    2408          4
1988    2197          5
1989    2242          0
1990    1656          1
1991    1930          2
1992     930          5
1993     931          0
1994    2063          2
1995    2065          0
1996    2332          5
1997     424          2
1998     220          4
1999     479          3
2000     839          4
2001    1573          0
2002     849          7
2003     862          3
2004    1294          4
2005     133          1
2006     135          0
2007    1373          0
2008    1404          0
2009    2392          1
2010     918          1
2011    1612          0
2012    1370          6
2013    2409          3
2014    2417          1
2015     161          2
2016     524          6
2017     528          7
2018     534          0
2019     527          8
2020    2413          5
2021    2406          1
2022    1387          2
2023    2410          7
2024    1564          6
2025    1599          6
2026    1644          5
2027     805          4
2028    2115          2
2029    2183          6
2030    1456          0
2031    2116          0
2032    1410          2
2033     499          6
2034     383          0
2035    1724          0
2036    1719          3
2037     741          3
2038    1662          0
2039     160          4
2040     255          2
2041     337          3
2042     854          0
2043    2003          2
2044    2006          0
2045     349          5
2046    2117          6
2047     531          4
2048     615          0
2049     939          2
2050    1827          1
2051    2060          4
2052     535          0
2053     537          4
2054    1597          5
2055    1815          0
2056     536          4
2057    1594          7
2058    1598          2
2059    1596          1
2060    2185          6
2061    2241          2
2062     533          1
2063     566          2
2064    1333          1
2065    1878          5
2066    1877          4
2067    2056          0
2068     303          1
2069     331          0
2070     335          5
2071     334          1
2072     482          4
2073    1329          0
2074     201          0
2075    1455          2
2076    1785          0
2077     965          4
2078     968          0
2079     168          1
2080    2411          2
2081    2015          3
2082    2009          0
2083     611          2
2084    1730          2
2085     855          4
2086     867          1
2087     856          3
2088    2016          0
2089    2019          3
2090    2407          4
2091    1727          4
2092    1729          6
2093    1722          0
2094    1269          0
2095    2182          1
2096     384          5
2097    1735          5
2098    2274          2
2099    1279          5
2100    1259          5
2101    1280          2
2102     532          5
2103     529          1
2104     740          0
2105     258          4
2106    1514          1
2107     735          4
2108     886          0
2109    1879          1
2110    1290          2
2111    1292          1
2112    1291          5
2113    1405          0
2114    1818          1
2115    1823          3
2116      19          0
2117     316          0
2118     834          0
2119     866          2
2120     964          1
2121    1561          2
2122    1750          1
2123      18          4
2124      29          6
2125     336          4
2126     345          6
2127     332          0
2128     416          2
2129     853          0
2130     850          1
2131     851          2
2132    1409          3
2133    1519          0
2134    1757          0
2135      27          1
2136     314          1
2137     630          0
2138     634          1
2139     860          3
2140    1301          1
2141    1436          2
2142    1562          0
2143    1873          0
2144    2124          1
2145     421          0
2146     960          0
2147    1268          1
2148    2144          3
2149    2272          0
2150    1377          4
2151     966          2
2152     948          4
2153     925          1
2154     935          5
2155    2017          4
2156     170          3
2157    1271          3
2158     739          5
2159     744          0
2160     801          0
2161    1660          2
2162    1876          5
2163    1905          3
2164    1903          4
2165    2118          2
2166    1974          4
2167    1972          3
2168    2008          5
2169    2011          1
2170     171          3
2171     487          4
2172     973          3
2173    1260          1
2174    2059          5
2175    2062          6
2176    2061          7
2177     502          0
2178     501          1
2179     736          0
2180     863          0
2181      31          0
2182     162          5
2183     484          4
2184     494          0
2185     495          2
2186     496          3
2187     617          0
2188     800          2
2189     971          5
2190    1039          2
2191    1302          2
2192    1315          0
2193    1417          3
2194    1505          1
2195    1904          3
2196    2010          0
2197    2243          5
2198     798          0
2199     803          1
2200     804          1
2201     865          0
2202    1274          3
2203    1442          0
2204    1522          4
2205    1563          2
2206    1661          3
2207    1828          4
2208    2018          5
2209    2125          0
2210    2181          2
2211     317          2
2212     889          0
2213     947          2
2214    1386          0
2215    1611          2
2216    1977          0
2217     163          0
2218     608          3
2219    1654          4
2220    1663          3
2221    1728          0
2222     605          4
2223     609          3
2224     607          0
2225     606          2
2226    1503          2
2227    1745          2
2228    1742          3
2229    1738          0
2230     165          2
2231     610          2
2232     743          1
2233    2334          2
2234    2333          1
2235    2336          1
2236    1725          4
2237     483          1
2238    1822          2
2239     159          5
2240    2121          0
2241     169          4
2242     891          2
2243     933          3
2244    1572          0
2245    1657          0
2246    1659          1
2247    1746          0
2248    1749          3
2249    1726          2
2250    1744          5
2251    1748          1
2252     604          4
2253     612          4
2254     934          1
2255     978          2
2256    1277          2
2257    1402          2
2258    1440          0
2259    1737          1
2260    1723          4
2261    1731          1
2262    1733          2
2263    1747          4
2264    2021          2
2265     137          0
2266     500          2
2267     895          1
2268    1906          0
2269     940          3
2270     974          0
2271    1411          1
2272    1741          0
2273    1880          0
2274    2004          2
2275    2020          4
2276    2140          0
2277    2335          3
2278     219          1
2279     350          1
2280     417          2
2281     938          0
2282    1272          2
2283    1739          3
2284    1875          2
2285    2134          0
2286    2136          1
2287     893          1
2288    1826          3
2289     897          0
2290     894          1
2291     899          3
2292    1819          4
2293    1829          5
2294    1821          4
2295    1270          0
2296    1407          1
2297    1408          3
2298    1412          3
2299    1273          3
2300    1278          1
2301    1376          2
2302    1375          0
2303    1902          1
2304     490          2
2305     498          3
2306     742          1
2307     890          1
2308     977          1
2309     979          0
2310    1275          3
2311    1374          0
2312    1502          1
2313    2199          0
2314     166          0
2315     551          0
2316     553          0
2317     555          1
2318     613          2
2319     745          1
2320     848          0
2321     892          0
2322     898          1
2323     937          0
2324    1314          0
2325    1332          1
2326    1342          2
2327    1406          0
2328    1418          0
2329    1414          2
2330    1419          1
2331    1824          0
2332    1825          3
2333    2122          2
2334    2120          1
2335    2119          2
2336    2123          3
2337    2126          1
2338     333          0
2339     347          2
2340    2200          2
2341    2275          0
2342      24          1
2343     315          0
2344     344          1
2345     425          0
2346     567          0
2347     569          0
2348     737          0
2349     802          1
2350     936          2
2351     970          0
2352     972          0
2353     980          1
2354    1415          0
2355    1416          0
2356    1743          1
2357    1909          1
2358    2012          1
2359    2013          1
2360    2198          1
2361     635          1
2362     636          2
2363    1939          3
2364     969          1
2365     982          3
2366    1435          0
2367      32          1
2368     896          0
2369     981          0
2370    1740          0
2371    2395          2
2372     136          1
2373     164          1
2374     167          0
2375     346          0
2376     554          0
2377     614          0
2378     616          0
2379     924          0
2380     975          0
2381    1341          0
2382    1413          0
2383    1504          0
2384    1665          1
2385    1751          0
2386    1971          0
2387    2014          0
2388    2127          0
2389    2135          0
2390    2138          0
2391    2337          0
2392    2396          0
2393    2128          0
2394    2129          1
2395    2130          2
2396     946          0
2397     415          1
2398     570          0
2399     733          1
2400     944          1
2401     945          0
2402    1439          1
2403    2132          0
2404    2137          1
2405    2139          0
2406    2394          0

      Exam    Periods
--  ------  ---------
 0     153          0

      Exam    Periods
--  ------  ---------
 0     340          0
 1     341          1
 2     342          2
 3     343          2

      Exam    Periods
--  ------  ---------
 0     552          0

      Exam    Periods
--  ------  ---------
 0     976          0

      Exam    Periods
--  ------  ---------
 0     983          0

      Exam    Periods
--  ------  ---------
 0    1454          0

      Exam    Periods
--  ------  ---------
 0    1520          0

      Exam    Periods
--  ------  ---------
 0    2131          0
 1    2133          1

Total Colors used:35

Dataset for Test:rye-s-93
Nodes:486	Edges8872
Connected Components:2

Subgraph 1
       Exam    Periods
---  ------  ---------
  0     420          0
  1     426          1
  2     246          2
  3     243          3
  4     159          4
  5     349          5
  6       1          6
  7     355          7
  8     315          8
  9      25          9
 10     282          0
 11     425          1
 12     242          2
 13     204         10
 14     415         11
 15     431         12
 16     227          4
 17     416         13
 18     157         14
 19     214         15
 20     344          9
 21      65         16
 22     203         17
 23     433         12
 24       4          6
 25       3          4
 26     440          3
 27     287          2
 28     228          2
 29     226          8
 30     158         10
 31     432         11
 32      66         16
 33     356          7
 34       5          9
 35     429          1
 36      68         10
 37       9         13
 38     346         17
 39       7         18
 40     319          8
 41     318         14
 42     216         19
 43     317         20
 44     351         16
 45     205         18
 46       8         11
 47     284         21
 48     163          3
 49      69         15
 50     423          6
 51     215          0
 52     160         20
 53      10          7
 54     347          4
 55     434         14
 56       6          9
 57     345          5
 58      67          7
 59      70         10
 60     350          3
 61     289          8
 62     285          1
 63     404          1
 64     162          7
 65     206          8
 66     207          9
 67     353          5
 68      11          0
 69     322         10
 70     321          4
 71     320          3
 72      71          6
 73     357          0
 74      32          9
 75     352         11
 76      72          1
 77     358          7
 78     422          2
 79     405         15
 80     229          2
 81     169          1
 82     438          9
 83     213         12
 84      13          3
 85      34          3
 86     439         13
 87     161          2
 88      30         13
 89      31         10
 90     419         12
 91      29          4
 92     424         11
 93     417          9
 94     421          1
 95      33         16
 96      28         11
 97      36          6
 98      35         12
 99     443          7
100     354          8
101      26          1
102     373          5
103     175          4
104     268          6
105     278          9
106     267          5
107      93          7
108     269         14
109     273         10
110     271          9
111     276          6
112     277         12
113       2          5
114     316          4
115     166          0
116     168          6
117     288          2
118     286          4
119     326          6
120     171         12
121     327         13
122     328         14
123     359          9
124     361          7
125     323         15
126     172         16
127      85         17
128     325         18
129     400         19
130     329          3
131     330         10
132     338         11
133     377         16
134     335         19
135     341          7
136     331         17
137     332         15
138     343          1
139     112          6
140     324          9
141     291          5
142     334          6
143     116         12
144     294         14
145     292          1
146     293         16
147     299          4
148     336         10
149     295          9
150      16         10
151     339          5
152     208          6
153      15         13
154      17         14
155     202          3
156     300          7
157     374          8
158     302         11
159     301          3
160     297          6
161     298         13
162     342          9
163     296          3
164     303         11
165     370          3
166     411          5
167     245          8
168     463          3
169     461         10
170      92          9
171     121         11
172     281          1
173     279          1
174     164          0
175      23          5
176      24          9
177     274          3
178     231          4
179     436          2
180     128          4
181     129          7
182     375         10
183     124         12
184     125          9
185     118          5
186     398         14
187     122          8
188     173          6
189     113          9
190     371         15
191     120         16
192     117         17
193     114         12
194     368          7
195     366         13
196     126          5
197     123         14
198     127          2
199     372          6
200     220         10
201     406         12
202     430         13
203     224         11
204     221          4
205      96         13
206     131          9
207     130          8
208     218          6
209     230          0
210     473          2
211     283          4
212     376          6
213     249          3
214     250         10
215     476          6
216     247          4
217     486          3
218     418          7
219      87          3
220     223          8
221     272          0
222     275          3
223     348          4
224     244          9
225     241          5
226      18          9
227      19          4
228     225         10
229     239          0
230     238          3
231     222          1
232     240          6
233     251         12
234     270          1
235      12          1
236      14          5
237     378          0
238     462          1
239     232          2
240     360          5
241      97          6
242      86          9
243     395         12
244      73         14
245     363          5
246     109          8
247      74         15
248     170         16
249      99         10
250     333          6
251      91          3
252     290          0
253     179          0
254     180          3
255     178          6
256     177          5
257     174          8
258     182          7
259     181         10
260     176         13
261     237          5
262     413          5
263     460          6
264     464          4
265     184          7
266     183          6
267     197          7
268     365          9
269     115         13
270     185          9
271     397          5
272     186         11
273     187         12
274     305          7
275     280          3
276      27          7
277     132         11
278     165          5
279     248          7
280      21          8
281      20         10
282      22         12
283     111          4
284     133          3
285     477          9
286     167          7
287     437          9
288     340          1
289      94          6
290     210         11
291      51         12
292     209          9
293     399         14
294     364          5
295      53          7
296     100         12
297      48         11
298      49          7
299      98          4
300     104          3
301     102          6
302      55          9
303     101         10
304     103         14
305     396          6
306     481          3
307     135          6
308     136          9
309     134         10
310     141          5
311     137         11
312     148         13
313     362          7
314     337          6
315     138         14
316     149         15
317     142          3
318     140          9
319     369          8
320     139         10
321     483          5
322     479          6
323     478          7
324     480         10
325     482          1
326     485          4
327     475          8
328     484          7
329     257          5
330     258          8
331     259          9
332     265          7
333     256         14
334     262          3
335     261          5
336     263         11
337     264         12
338     260         10
339     233          7
340     217          3
341     235          8
342     385          5
343     435          3
344     108          5
345     441          6
346      88          0
347     119          5
348      43          6
349      44          7
350      45          9
351      40         11
352     145         12
353      39         14
354     401         15
355      42         13
356      46         16
357      47         17
358      41          5
359     308          5
360      90          6
361     306          5
362     146          7
363     310          9
364     189          3
365     191          5
366     188          6
367     190          9
368     192         10
369     110          2
370     219          5
371      52          6
372     383          1
373     391          7
374      84          5
375     381          9
376     380          7
377     382         12
378     408          4
379      60          3
380      61          7
381      62          1
382     252          5
383     253          8
384     254          9
385     403          6
386     255         12
387     428         13
388      95          0
389      82          5
390      83          8
391      50          7
392     106          9
393      54         10
394     105         11
395     414          5
396     444          5
397     144          1
398     234          2
399     466          5
400     467          4
401     379          3
402      59          0
403     155          0
404     387          3
405     389          5
406     390          6
407     407          4
408     445          1
409     446          5
410     448          6
411     447          8
412     452          0
413     266          1
414     367          2
415     427          4
416     392          3
417      56          5
418      57          3
419     402          6
420     469          7
421     472          8
422     470          3
423     471          0
424     468          3
425     152          3
426     151          5
427     156          1
428     309          7
429     384          6
430     147          4
431     314          3
432     307          8
433     311          2
434     313          6
435     312          9
436     442          4
437     143          3
438     450          3
439     451          5
440     449          6
441      79          1
442     154          1
443     412          5
444     393          1
445      37          5
446     465          6
447      63          0
448     211          3
449     153          4
450     212          4
451     236          5
452     386          4
453     410          3
454     474          2
455      89          1
456     150          5
457     388          0
458     394          4
459      81          3
460      76          4
461      78          7
462      75          5
463      77          8
464      80          6
465     409          4
466     193          3
467     198          5
468     194          7
469     199          8
470     201          1
471     195          7
472     200          8
473     196          7
474      58          3
475      64          2
476      38          0
477     107          0
478     453          1
479     454          3
480     455          4
481     456          5
482     459          0
483     458          1
484     457          3

      Exam    Periods
--  ------  ---------
 0     304          0

Total Colors used:22

Dataset for Test:sta-f-83
Nodes:139	Edges1381
Connected Components:3

Subgraph 1
      Exam    Periods
--  ------  ---------
 0     134          0
 1     137          1
 2     103          2
 3     132          3
 4      95          4
 5       1          5
 6      29          6
 7     130          7
 8     109          8
 9      69          9
10       6         10
11      74         11
12     104          2
13      49          6
14     110          8
15      96          4
16      68          9
17       2          5
18     111          8
19       7         10
20      75         11
21     100          4
22      70          9
23      73         11
24       8         10
25      76          7
26       5          6
27      48          3
28     131          1
29      28          4

      Exam    Periods
--  ------  ---------
 0       3          0
 1     138          1
 2      97          2
 3     135          3
 4      71          4
 5     106          5
 6      35          6
 7      14          7
 8      55          8
 9     117          9
10      82         10
11     105          5
12     119          6
13      84          7
14      37          8
15      16          9
16      57         10
17      31          6
18     113          7
19      10          8
20      51          9
21      78         10
22      81          6
23      34          7
24      54          8
25      13          9
26     116         10
27      36          6
28      83          7
29     118          8
30      15          9
31      56         10
32      32          6
33      52          7
34      79          8
35     114          9
36      11         10
37     115          6
38      33          7
39      53          8
40      80          9
41      12         10
42      50          6
43      30          7
44       9          8
45      77          9
46     112         10

      Exam    Periods
--  ------  ---------
 0     136          0
 1      72          1
 2     133          2
 3     108          3
 4     139          4
 5       4          5
 6      27          6
 7      99          7
 8      86          8
 9      39          9
10     121         10
11      59         11
12      18         12
13     107          3
14      98          7
15     102          7
16     101          7
17      43          8
18      63          9
19      90         10
20      22         11
21     125         12
22      65          8
23      92          9
24     127         10
25      24         11
26      45         12
27      26          8
28     129          9
29      94         10
30      67         11
31      47         12
32      46          8
33     128          9
34      25         10
35      93         11
36      66         12
37      19          8
38      40          9
39      60         10
40     122         11
41      87         12
42      61          8
43     123          9
44      88         10
45      41         11
46      20         12
47      23          8
48      91          9
49      44         10
50     126         11
51      64         12
52      62          6
53      42          8
54      21          9
55     124         10
56      89         11
57      38          4
58      58          5
59      85          6
60      17          7
61     120          8

Total Colors used:13

Dataset for Test:tre-s-92
Nodes:261	Edges6131
Connected Components:2

Subgraph 1
       Exam    Periods
---  ------  ---------
  0     220          0
  1     109          1
  2      72          2
  3     103          3
  4     256          4
  5     214          5
  6     156          6
  7     260          7
  8      11          8
  9     203          9
 10      12         10
 11     247         11
 12     167          8
 13     248         12
 14     110          4
 15     155          4
 16     246         10
 17      68          2
 18     168          7
 19     101          9
 20      99         13
 21     216          5
 22     219         14
 23     196         11
 24     108         12
 25     157         15
 26     144         13
 27      13         14
 28     215          5
 29     140          1
 30     190         13
 31      14         15
 32     106         16
 33     105         10
 34     253         16
 35      47         17
 36     218          2
 37     100         11
 38      44          0
 39      50          3
 40     188          6
 41      46          5
 42     163         15
 43     191         16
 44      51          2
 45     251         10
 46      95         16
 47     139         14
 48     115         12
 49     154         15
 50      96          7
 51     204         13
 52      94         17
 53      81         11
 54     201         18
 55     153         19
 56     245          9
 57     193         13
 58       1         20
 59     234          0
 60     192          1
 61      80         21
 62     173         22
 63     120         22
 64     174         18
 65      28         20
 66     184         16
 67      53         19
 68      30         17
 69     129          9
 70     187         21
 71     122          2
 72      83         10
 73     233          6
 74      82          3
 75      92         13
 76     175          1
 77     130          7
 78     121         11
 79      70          0
 80      38          7
 81     210          8
 82      84          0
 83      98         17
 84      73          7
 85      27         13
 86     217         10
 87      29         11
 88     111         17
 89     189         12
 90     258          4
 91      52          9
 92     132         10
 93      65         11
 94      19          6
 95     123         14
 96     127          2
 97     124         18
 98      15          5
 99     176          4
100      74         12
101     113         10
102     116          8
103      63         10
104      55          3
105     107          2
106     151          4
107     117         12
108       2          1
109     255         15
110     224          8
111     230         14
112     133         18
113      93          5
114     226         18
115     221         19
116     161         11
117     160         18
118     159         19
119      71          6
120     147         15
121      49          9
122     222         15
123     102         10
124     104          5
125     143          1
126       6          3
127     231         12
128     126         11
129     150          7
130     227          4
131     250          1
132      41          0
133     158          8
134     164          3
135      69         10
136      43         16
137     114         11
138     205          4
139     162          3
140     141         11
141     212         14
142     170         12
143     169         16
144     206          7
145      86          6
146      87         18
147     182         10
148     183          1
149       3         16
150      42         15
151      88          7
152       5         15
153       4         14
154       7         17
155     211          2
156     229          2
157     249          4
158      66         13
159     208          0
160      25          9
161     195          0
162     194         14
163     199          4
164      79         15
165      78          3
166     180         15
167     142          2
168     165          4
169     171         14
170     252          6
171      97          8
172     202          5
173     223          0
174       8          1
175      22          1
176      31          6
177      45          3
178     207          6
179     257          4
180      85          9
181      89          0
182     235          0
183     225          3
184      33          1
185      10          0
186      75          6
187      76          2
188      54          0
189     254          4
190      18          0
191     198          1
192     213          1
193     228          3
194      23          3
195      16          2
196     172          1
197      32          7
198     209          8
199     128          6
200     125          8
201       9          8
202      35          5
203      59          7
204      57          9
205     112          3
206      40          0
207      39          2
208     149          0
209     232          2
210     166          1
211      77          5
212      64          8
213     118          1
214      36         12
215      37          3
216     237          6
217     145          3
218     148          2
219      56          3
220     236          7
221      34          3
222     135          3
223      90          2
224     131          0
225     134          6
226      17          3
227      58          2
228     185          2
229      91          4
230     261          0
231     177          0
232     238          4
233     197          1
234     239          0
235     146          4
236     200          1
237      21          1
238     259          0
239      20          0
240     152          0
241      48          0
242     244          5
243     240          5
244     243          1
245     136          0
246     138          1
247     137          2
248     119          1
249     242          3
250     241          0
251      67          1
252     181          0
253     179          2
254     178          3
255      26          0
256      60          0
257      24          2
258      61          1
259      62          0

      Exam    Periods
--  ------  ---------
 0     186          0

Total Colors used:23

Dataset for Test:uta-s-92
Nodes:622	Edges24249
Connected Components:1

Subgraph 1
       Exam    Periods
---  ------  ---------
  0     574          0
  1     449          1
  2     513          2
  3     485          3
  4      98          4
  5      10          5
  6      61          6
  7     100          7
  8       3          8
  9      23          9
 10     102         10
 11      22         11
 12      11         12
 13     588         13
 14      29         14
 15     522         15
 16      50         16
 17     352         17
 18     306         18
 19     183         12
 20     184         19
 21     355          3
 22     535         20
 23     244         14
 24     134          1
 25     130         13
 26     482         15
 27     131         21
 28     240         22
 29     581         23
 30     169         24
 31     440         25
 32     243         18
 33     347         16
 34     239         26
 35     196         23
 36     194         16
 37     297          5
 38     185          7
 39     484         24
 40     383         10
 41     465         27
 42      82         28
 43     353         17
 44      34         21
 45     249         27
 46     140         23
 47      99          4
 48     312         26
 49     439         25
 50       9         29
 51     133          9
 52     420         10
 53     132         29
 54     166         11
 55      51          6
 56      62         20
 57     302          7
 58     187         30
 59     514          2
 60     611          5
 61     139          7
 62     245         13
 63     241         19
 64     247         12
 65     447         24
 66     220         29
 67     441         25
 68      48         23
 69     432         20
 70     178         13
 71     248          9
 72      54          2
 73     202         25
 74     219         19
 75     204         14
 76      15         11
 77     172         28
 78      12          0
 79     359         16
 80     221         22
 81     106         21
 82     510         28
 83     464         30
 84     518         17
 85      49         15
 86     111         24
 87     193         26
 88     201          8
 89     410         25
 90     589          2
 91     582         29
 92     351         28
 93     181         10
 94      24         29
 95      21          7
 96     206         28
 97     356          0
 98       4          4
 99     436          3
100      63         18
101     385         27
102     384         30
103     200         26
104     238          7
105     586         19
106     450         26
107     587         12
108     466         30
109     242         16
110     455         22
111     145         10
112     182          1
113     602         29
114     374         20
115     509         24
116     167         15
117     609         10
118     299         18
119     578         21
120     486         25
121     614          8
122     515         22
123     607         12
124     606         28
125     521         18
126     195         13
127     451          5
128     156          4
129     203         15
130     144         14
131     148         17
132     255         10
133     331          9
134     519         25
135     170          5
136     524          2
137     252         26
138      91          6
139     123          4
140       7          9
141     516          3
142      53         20
143     147         22
144     180          8
145     137          3
146     373          1
147     357         16
148     416          3
149     435         21
150     159          8
151     259          5
152     136         19
153     517         20
154     149          0
155     448         23
156     597         24
157     325         10
158      31          0
159     375          9
160     303         20
161     205         17
162     116          0
163     489         21
164     358          6
165     118         25
166     387         27
167     158         27
168     138         21
169     452         11
170     354         17
171     360          8
172     105         10
173      67         19
174      68         22
175      66         11
176      65         20
177     454          6
178     362          5
179     453          4
180     246          6
181     483          9
182     104         13
183     338          7
184     173         27
185     171         11
186     174         17
187     103          6
188     319          1
189     108         12
190      69         15
191      90         13
192     313          4
193     443          3
194     199         27
195     314         12
196     215          0
197     467          7
198     446         20
199     198         22
200      93         23
201      25         19
202      88         22
203     445         13
204     197          1
205     209          2
206     372          1
207     425         19
208     363         23
209     307          5
210      94          7
211     394          8
212     608         19
213     426          3
214     412         26
215     332          1
216     273          9
217     155          9
218     112         16
219     487         16
220     434          0
221     264          4
222     286         22
223      37         26
224     461          2
225     333         20
226     261         13
227     113          7
228     491         14
229     127         19
230     207          9
231      97          2
232     115         11
233     386          9
234     258          0
235     251         11
236     276         18
237     598         10
238     250          3
239     590         14
240     523          4
241      95         18
242      87          3
243     594         22
244       2         11
245     438          5
246     506          6
247     575          7
248     610         17
249     339          0
250     154         13
251     403         15
252     119         14
253       1          5
254     402         13
255     572          1
256     361          3
257     543          7
258     433          4
259     615          6
260     143          4
261     188          8
262     545          5
263     488          8
264     595          6
265     280         15
266     468          7
267     442          2
268     208          5
269     288         15
270      30         14
271     601          4
272     536         19
273     350         14
274      92         18
275     191         17
276     398         24
277     399         16
278     520          6
279     550          1
